race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202607030305,3歳未勝利,芝,2000,良,1,1,ワンダーデリエール,牝3,54.0,☆田山,栗東小崎,472(0),7.3,2023100446,01220,01085,4
202607030305,3歳未勝利,芝,2000,良,2,2,リアライズアリス,牝3,55.0,松若,栗東杉山晴,444(-4),10.6,2023101295,01154,01157,6
202607030305,3歳未勝利,芝,2000,良,3,3,サンスベリア,牝3,55.0,中井,栗東牧田,478(+24),339.6,2023103242,01141,01123,12
202607030305,3歳未勝利,芝,2000,良,4,4,コスモフィレンツェ,牡3,57.0,幸,栗東北出,476(-6),3.8,2023107094,00732,01078,2
202607030305,3歳未勝利,芝,2000,良,4,5,クランズクラウン,牝3,55.0,泉谷,栗東杉山晴,506(-2),11.2,2023107197,01182,01157,7
202607030305,3歳未勝利,芝,2000,良,5,6,パンキー,牡3,57.0,西村淳,栗東茶木,434(-4),9.3,2023102310,01171,01181,5
202607030305,3歳未勝利,芝,2000,良,5,7,スリーキズナヒメ,牝3,53.0,◇永島,栗東橋田,416(+12),135.5,2023106210,01187,01218,10
202607030305,3歳未勝利,芝,2000,良,6,8,ゴールデンテティス,牝3,55.0,加藤,栗東庄野,456(-4),7.1,2023101097,01156,01087,3
202607030305,3歳未勝利,芝,2000,良,6,9,ウインリーブル,牝3,55.0,国分優,栗東緒方,488(0),107.5,2023105872,01125,01193,9
202607030305,3歳未勝利,芝,2000,良,7,10,ビクスバイト,牝3,55.0,川田,栗東佐藤悠,458(-4),2.7,2023106949,01088,01205,1
202607030305,3歳未勝利,芝,2000,良,7,11,ラピス,牝3,55.0,団野,栗東安田,436(-2),40.3,2023104405,01180,01164,8
202607030305,3歳未勝利,芝,2000,良,8,12,クラリノ,牝3,55.0,高倉,栗東武英,420(+2),174.0,2023105119,01130,01161,11
202607030305,3歳未勝利,芝,2000,良,8,13,プリティウーマン,牝3,55.0,富田,栗東高橋一,430(+8),350.7,2023102808,01168,01206,13
