race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202604030303,2歳未勝利,芝,1600,良,1,1,マムダッドベル,牝2,51.0,★谷原,美浦粕谷,432(+8),149.1,2024105177,01219,01096,9
202604030303,2歳未勝利,芝,1600,良,2,2,ノルトハウゼン,牡2,55.0,三浦,美浦菊沢,444(-6),4.6,2024105973,01122,01115,3
202604030303,2歳未勝利,芝,1600,良,3,3,ルクスマグナ,牡2,55.0,岩田康,美浦高柳瑞,460(-2),49.1,2024100134,05203,01118,8
202604030303,2歳未勝利,芝,1600,良,4,4,ビスクヴィート,牡2,55.0,内田博,美浦中舘,436(0),211.2,2024101728,00422,01153,10
202604030303,2歳未勝利,芝,1600,良,5,5,アルアンダルス,牝2,55.0,石橋脩,美浦小野,458(-6),44.0,2024100316,01077,01125,7
202604030303,2歳未勝利,芝,1600,良,6,6,ホウオウビリーヴ,牡2,55.0,戸崎圭,美浦木村,472(0),5.5,2024106585,05386,01126,4
202604030303,2歳未勝利,芝,1600,良,6,7,レーゲンシャウアー,牝2,55.0,柴田大,美浦天間,472(+2),524.0,2024104453,01009,01090,11
202604030303,2歳未勝利,芝,1600,良,7,8,アウアリイ,牡2,55.0,菊沢,美浦奥村武,476(+2),3.3,2024106017,01161,01145,2
202604030303,2歳未勝利,芝,1600,良,7,9,パープルタウン,牝2,55.0,津村,美浦鈴木慎,440(-4),23.7,2024102097,01092,01179,6
202604030303,2歳未勝利,芝,1600,良,8,10,サウンドシェリー,牝2,55.0,松山,栗東鈴木孝,462(+2),2.6,2024103035,01126,01111,1
202604030303,2歳未勝利,芝,1600,良,8,11,キムケンシーサー,牡2,53.0,◇今村,栗東前川,394(0),13.3,2024101140,01193,01210,5
