race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202601020302,2歳未勝利,芝,1500,稍,1,1,セールデュクール,牝2,52.0,▲和田陽,美浦深山,436(-4),296.7,2024103622,01223,01174,12
202601020302,2歳未勝利,芝,1500,稍,2,2,ロゼハイスクール,牝2,53.0,◇古川奈,栗東小崎,400(-2),193.9,2024105019,01190,01085,11
202601020302,2歳未勝利,芝,1500,稍,3,3,フォルトゥナロッサ,牝2,55.0,浜中,栗東武幸,466(+8),2.0,2024105934,01115,01160,1
202601020302,2歳未勝利,芝,1500,稍,4,4,セイレイカ,牝2,55.0,横山典,栗東昆,436(-10),11.9,2024105494,00660,01044,6
202601020302,2歳未勝利,芝,1500,稍,4,5,タプティ,牝2,55.0,小沢,栗東岡田,460(0),9.7,2024100935,01185,01066,4
202601020302,2歳未勝利,芝,1500,稍,5,6,ルギッドドランジュ,牝2,55.0,北村友,美浦秋本,416(-2),6.3,2024100800,01102,01213,3
202601020302,2歳未勝利,芝,1500,稍,5,7,コイゾラ,牝2,51.0,★河原田,美浦浅利,430(+4),57.2,2024103350,01204,01204,9
202601020302,2歳未勝利,芝,1500,稍,6,8,リラカリス,牝2,55.0,丹内,栗東新谷,400(+8),82.8,2024102008,01091,01172,10
202601020302,2歳未勝利,芝,1500,稍,6,9,ソーハッピー,牝2,52.0,▲小林美,栗東松下,442(-2),11.5,2024101900,01206,01149,5
202601020302,2歳未勝利,芝,1500,稍,7,10,アヴレディール,牝2,55.0,吉田隼,栗東松永幹,456(+2),4.9,2024105638,01095,01092,2
202601020302,2歳未勝利,芝,1500,稍,7,11,ルイスイメル,牝2,52.0,▲遠藤,栗東本田,432(+4),350.0,2024105051,01218,01099,13
202601020302,2歳未勝利,芝,1500,稍,8,12,バタフライ,牝2,55.0,原田和,美浦松山,492(-2),18.1,2024107318,01143,01100,7
202601020302,2歳未勝利,芝,1500,稍,8,13,サトノパラディ,牝2,55.0,鮫島駿,栗東平田,442(+4),37.5,2024106326,01157,01082,8
