race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202604030305,3歳未勝利,芝,2200,稍,1,1,ローレルエース,牡3,57.0,江田照,美浦松永康,474(-2),255.9,2023104559,00689,01093,13
202604030305,3歳未勝利,芝,2200,稍,1,2,イクオクコウネン,セ3,57.0,ルメール,栗東斉藤崇,500(-20),4.5,2023105458,05339,01151,3
202604030305,3歳未勝利,芝,2200,稍,2,3,レイランディ,牡3,57.0,川須,美浦古賀慎,440(-2),105.8,2023103506,01128,01079,11
202604030305,3歳未勝利,芝,2200,稍,2,4,ブリックアブラック,牡3,54.0,▲佐藤,美浦高木,448(-2),95.9,2023102410,01207,01088,10
202604030305,3歳未勝利,芝,2200,稍,3,5,ピクシーゲイル,牡3,57.0,木幡育,美浦松永康,482(-6),416.4,2023104811,01167,01093,17
202604030305,3歳未勝利,芝,2200,稍,3,6,サヴマ,牡3,57.0,菊沢,美浦辻,440(+10),15.7,2023106182,01161,01182,6
202604030305,3歳未勝利,芝,2200,稍,4,7,ヤマメホープ,牡3,57.0,戸崎圭,美浦久保田,478(0),2.8,2023103075,05386,01067,1
202604030305,3歳未勝利,芝,2200,稍,4,8,ピグマリオン,牡3,57.0,嶋田,美浦室井,456(+2),308.3,2023101391,01134,01221,15
202604030305,3歳未勝利,芝,2200,稍,5,9,ゾネブルーム,牡3,57.0,丸山,美浦矢嶋,502(0),4.1,2023107195,01127,01202,2
202604030305,3歳未勝利,芝,2200,稍,5,10,アルティマローネ,牝3,55.0,武藤,美浦武市,400(+2),39.2,2023106811,01169,01089,9
202604030305,3歳未勝利,芝,2200,稍,6,11,キコリータ,牝3,53.0,◇今村,美浦田中勝,426(+8),12.3,2023103321,01193,01207,5
202604030305,3歳未勝利,芝,2200,稍,6,12,アージェンタイド,牡3,57.0,小崎,美浦秋本,438(-4),456.5,2023102411,01152,01213,18
202604030305,3歳未勝利,芝,2200,稍,7,13,ゴールドエンバー,牡3,57.0,大野,美浦竹内,468(-4),18.4,2023102333,01096,01152,8
202604030305,3歳未勝利,芝,2200,稍,7,14,アティラン,牝3,55.0,原,栗東寺島,456(-8),120.3,2023105641,01184,01158,12
202604030305,3歳未勝利,芝,2200,稍,7,15,アンヴデット,牝3,53.0,△石神道,美浦高橋文,402(0),17.6,2023107044,01209,01134,7
202604030305,3歳未勝利,芝,2200,稍,8,16,ルミナスレイナ,牝3,53.0,△石田,美浦菊沢,458(-14),298.1,2023100727,01203,01115,14
202604030305,3歳未勝利,芝,2200,稍,8,17,ホウライブラック,牝3,55.0,野中,美浦鈴木慎,450(0),332.1,2023106315,01158,01179,16
202604030305,3歳未勝利,芝,2200,稍,8,18,オレンジフィールド,牝3,55.0,松山,栗東北出,464(0),8.9,2023102640,01126,01078,4
