race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202607030304,3歳未勝利,芝,2200,良,1,1,タイセイグローバル,牡3,57.0,角田和,栗東小林,486(+2),109.2,2023105256,01186,01185,11
202607030304,3歳未勝利,芝,2200,良,1,2,アメジストブリエ,牝3,55.0,富田,栗東武英,438(+8),140.8,2023105040,01168,01161,12
202607030304,3歳未勝利,芝,2200,良,2,3,プロスト,牡3,57.0,田口,栗東梅田,454(+2),24.6,2023101677,01208,01084,7
202607030304,3歳未勝利,芝,2200,良,2,4,ヴィスメンティス,牡3,57.0,吉村,栗東池江,432(-4),11.4,2023103758,01216,01071,5
202607030304,3歳未勝利,芝,2200,良,3,5,ジュンヴァッテッド,牡3,55.0,△柴田裕,栗東浜田,462(0),511.9,2023106998,01212,01138,16
202607030304,3歳未勝利,芝,2200,良,3,6,カパルア,牡3,57.0,太宰,栗東松永幹,544(+2),107.4,2023105234,01037,01092,10
202607030304,3歳未勝利,芝,2200,良,4,7,クールドリオン,牡3,57.0,団野,栗東庄野,492(+10),10.7,2023100281,01180,01087,4
202607030304,3歳未勝利,芝,2200,良,4,8,スクランプシャス,牡3,57.0,菱田,栗東橋口,460(0),5.8,2023103411,01144,01154,2
202607030304,3歳未勝利,芝,2200,良,5,9,サンタカタリナ,牝3,55.0,松若,栗東杉山晴,460(+2),37.3,2023104879,01154,01157,8
202607030304,3歳未勝利,芝,2200,良,5,10,テイエムプレミラン,牡3,54.0,▲森田,栗東宮地,474(-20),83.8,2023104905,01222,01211,9
202607030304,3歳未勝利,芝,2200,良,6,11,パシフィックドーン,牡3,57.0,西村淳,栗東池添,508(0),12.9,2023107212,01171,01144,6
202607030304,3歳未勝利,芝,2200,良,6,12,チュオンソン,牡3,57.0,酒井,栗東昆,464(+2),143.3,2023104944,01034,01044,13
202607030304,3歳未勝利,芝,2200,良,7,13,マイコンプリート,セ3,57.0,岩田望,栗東友道,494(0),1.7,2023107155,01174,01061,1
202607030304,3歳未勝利,芝,2200,良,7,14,マテンロウルクス,牡3,57.0,中井,栗東藤原,492(+6),309.6,2023107344,01141,01055,15
202607030304,3歳未勝利,芝,2200,良,8,15,レイアン,牝3,55.0,Ｍデムーロ,栗東笹田,430(-6),172.1,2023103887,05212,01104,14
202607030304,3歳未勝利,芝,2200,良,8,16,ナムラヴンダー,牡3,57.0,幸,栗東河嶋,434(+6),7.8,2023106243,00732,01198,3
