race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202607030303,2歳新馬,芝,1400,良,1,1,クリノライジング,牝2,55.0,田口,栗東大橋,440(0),57.9,2024102637,01208,01065,7
202607030303,2歳新馬,芝,1400,良,2,2,ワンキャンパス,牝2,55.0,長岡,美浦深山,444(0),209.7,2024102770,01142,01174,12
202607030303,2歳新馬,芝,1400,良,3,3,パルフェクシオン,牝2,54.0,☆田山,栗東大久保,464(0),2.2,2024103479,01220,01058,1
202607030303,2歳新馬,芝,1400,良,4,4,リムリックアイル,牝2,55.0,川田,栗東藤野,416(0),4.1,2024106540,01088,01200,3
202607030303,2歳新馬,芝,1400,良,5,5,ビンチャリ,牝2,55.0,岩田望,栗東千田,470(0),7.9,2024100644,01174,01120,4
202607030303,2歳新馬,芝,1400,良,5,6,ジーティーハルカゼ,牝2,55.0,西村淳,栗東辻野,460(0),24.5,2024106134,01171,01183,6
202607030303,2歳新馬,芝,1400,良,6,7,サルーミアモール,牝2,55.0,坂井,美浦加藤士,430(0),12.6,2024107037,01163,01169,5
202607030303,2歳新馬,芝,1400,良,6,8,インティサール,牝2,55.0,幸,栗東杉山佳,426(0),4.0,2024106628,00732,01178,2
202607030303,2歳新馬,芝,1400,良,7,9,マイフレダ,牝2,55.0,秋山稔,栗東井上,454(0),82.6,2024101904,01181,01214,10
202607030303,2歳新馬,芝,1400,良,7,10,ドリームリボン,牝2,55.0,菱田,栗東谷,456(0),80.8,2024101847,01144,00431,8
202607030303,2歳新馬,芝,1400,良,8,11,カラスアゲハ,牝2,53.0,◇永島,美浦佐藤吉,406(0),81.4,2024103786,01187,01035,9
202607030303,2歳新馬,芝,1400,良,8,12,ウルウノマーズ,牝2,55.0,藤懸,美浦青木,400(0),153.0,2024102899,01138,01156,11
