race_id,race_name,date,surface,distance_m,direction,weather,track_condition,finish_position,waku,horse_number,horse_name,horse_id,sex_age,weight_carried,jockey,jockey_id,time,margin,time_index,time_index_master,start_index,pace_index,last_3f_index,passing_order,last_3f,win_odds,popularity,horse_weight,training_time,trainer_comment,remarks,trainer,trainer_id,owner,prize_money
202565012006,タブチコウシ爆誕記念,2025-01-20,,,,晴,,1,1,1,ゴールドキング,B202000116,牡5,660,長澤幸太,B0056,02:26.9,,,-,-,-,-,3-1-1,41.9,6.0,4,1107(+7),,,**,[地]服部義幸,B0002,安井利夫,29.0
202565012006,タブチコウシ爆誕記念,2025-01-20,,,,晴,,2,3,3,ヴィルムート,B202000117,牡5,650,今井千尋,B0068,02:34.8,7.9,,-,-,-,-,1-2-2,42.8,2.5,1,1015(-7),,,**,[地]久田守,B0003,稲谷義雄,11.0
202565012006,タブチコウシ爆誕記念,2025-01-20,,,,晴,,3,4,4,ラブリーリンドウ,B201400036,牡11,660,村上章,B0003,03:07.2,40.3,,-,-,-,-,2-4-3,28.2,3.0,2,1009(+8),,,**,[地]森芳浩,B0045,森靖晃,6.3
202565012006,タブチコウシ爆誕記念,2025-01-20,,,,晴,,4,5,5,カーペディエム,B202000327,セ5,660,阿部武臣,B0036,04:09.2,102.3,,-,-,-,-,5-2-4,46.2,3.3,3,1055(+6),,,**,[地]坂本東一,B0055,堀越和彦,3.4
202565012006,タブチコウシ爆誕記念,2025-01-20,,,,晴,,中,2,2,キンオーザ,B201400003,牡11,660,中山直樹,B0034,,0.0,,-,-,-,-,4-5,,14.2,5,1042(+7),,,**,[地]小北栄一,B0047,河田剛男,
