race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id
202601010411,クイーンS,芝,1800,良,1,1,フレミングフープ,牝5,55.0,吉田隼,栗東友道,,---.-,2021105581,01095,01061
202601010411,クイーンS,芝,1800,良,2,2,ケリフレッドアスク,牝4,57.0,横山武,栗東藤原,,---.-,2022102296,01170,01055
202601010411,クイーンS,芝,1800,良,3,3,カテリーナ,牝5,55.0,浜中,栗東田中克,,---.-,2021101485,01115,01180
202601010411,クイーンS,芝,1800,良,3,4,リラボニート,牝5,55.0,鮫島駿,栗東須貝,,---.-,2021103519,01157,01105
202601010411,クイーンS,芝,1800,良,4,5,アンゴラブラック,牝5,55.0,岩田康,美浦尾関,,---.-,2021105738,05203,01103
202601010411,クイーンS,芝,1800,良,4,6,クリノメイ,牝4,56.0,富田,栗東須貝,,---.-,2022101250,01168,01105
202601010411,クイーンS,芝,1800,良,5,7,ココナッツブラウン,牝6,55.0,北村友,栗東上村,,---.-,2020101607,01102,01168
202601010411,クイーンS,芝,1800,良,5,8,エラトー,牝5,55.0,舟山,栗東上村,,---.-,2021105442,01221,01168
202601010411,クイーンS,芝,1800,良,6,9,エリカエクスプレス,牝4,55.0,武豊,栗東杉山晴,,---.-,2022103205,00666,01157
202601010411,クイーンS,芝,1800,良,6,10,フェスティバルヒル,牝3,52.0,西村淳,栗東四位,,---.-,2023107265,01171,01184
202601010411,クイーンS,芝,1800,良,7,11,コガネノソラ,牝5,56.0,丹内,美浦菊沢,,---.-,2021106823,01091,01115
202601010411,クイーンS,芝,1800,良,7,12,ボンドガール,牝5,55.0,佐々木,美浦手塚久,,---.-,2021107179,01197,01038
202601010411,クイーンS,芝,1800,良,8,13,ルージュソリテール,牝4,55.0,西塚,栗東藤原,,---.-,2022105157,01200,01055
202601010411,クイーンS,芝,1800,良,8,14,ヴーレヴー,牝4,55.0,横山典,栗東武幸,,---.-,2022104617,00660,01160
