race_id,race_name,surface,distance_m,track_condition,waku,horse_number,horse_name,sex_age,weight_carried,jockey,trainer,horse_weight,win_odds,horse_id,jockey_id,trainer_id,popularity
202606040801,2歳未勝利,ダート,1200,重,1,1,アルビオンライズ,牡2,55.0,ミシェル,美浦和田郎,488(+2),2.2,2024105970,05586,01114,1
202606040801,2歳未勝利,ダート,1200,重,2,2,トパーズヘッド,牡2,55.0,菅原隆,美浦佐藤吉,484(0),271.8,2024101845,01129,01035,12
202606040801,2歳未勝利,ダート,1200,重,3,3,アンミツ,牝2,53.0,◇小林美,栗東杉山佳,426(-12),5.7,2024100614,01206,01178,4
202606040801,2歳未勝利,ダート,1200,重,4,4,リコルディオーロ,牡2,52.0,▲佐藤,美浦伊藤圭,440(-4),5.6,2024102636,01207,01023,3
202606040801,2歳未勝利,ダート,1200,重,4,5,コウソクレムリア,牝2,55.0,黛,美浦武藤,450(+8),32.3,2024101886,01109,01064,8
202606040801,2歳未勝利,ダート,1200,重,5,6,クリアマインド,牝2,55.0,原,美浦高柳瑞,458(-4),171.8,2024103876,01184,01118,10
202606040801,2歳未勝利,ダート,1200,重,5,7,ヴァンデエス,牝2,55.0,杉原,美浦中舘,440(0),364.6,2024103029,01135,01153,13
202606040801,2歳未勝利,ダート,1200,重,6,8,スヴァラ,牝2,55.0,原田和,美浦栗田,444(-8),200.5,2024100339,01143,01127,11
202606040801,2歳未勝利,ダート,1200,重,6,9,アイビーカイロス,牝2,55.0,木幡巧,美浦牧,460(+2),9.2,2024108316,01162,01106,5
202606040801,2歳未勝利,ダート,1200,重,7,10,ハイトラクション,牡2,54.0,☆長浜,美浦中舘,474(-2),23.0,2024104937,01214,01153,7
202606040801,2歳未勝利,ダート,1200,重,7,11,ハクタカ,牡2,55.0,内田博,美浦和田雄,458(+8),134.9,2024103502,00422,01143,9
202606040801,2歳未勝利,ダート,1200,重,8,12,アーバーバイティ,牡2,55.0,嶋田,美浦武市,458(0),4.7,2024102849,01134,01089,2
202606040801,2歳未勝利,ダート,1200,重,8,13,ファイアリーボルト,牡2,55.0,菊沢,美浦石栗,438(+2),21.5,2024109080,01161,01043,6
