race_id,bet_type,combination,amount,popularity
202409020103,単勝,2,240,2
202409020103,複勝,2,100,1
202409020103,複勝,4,100,2
202409020103,複勝,8,290,8
202409020103,複勝,9,100,3
202409020103,枠連,1-2,240,1
202409020103,馬連,2-4,230,1
202409020103,ワイド,2-4,110,1
202409020103,ワイド,2-8,570,14
202409020103,ワイド,2-9,110,2
202409020103,ワイド,4-8,750,19
202409020103,ワイド,4-9,120,3
202409020103,馬単,2-4,490,2
202409020103,三連複,2-4-8,1170,9
202409020103,三連複,2-4-9,130,1
202409020103,三連単,2-4-8,4390,19
202409020103,三連単,2-4-9,440,2
