race_id,bet_type,combination,amount,popularity
202508031108,単勝,6,510,3
202508031108,複勝,6,140,3
202508031108,複勝,2,460,9
202508031108,複勝,11,2640,15
202508031108,複勝,14,120,1
202508031108,枠連,1-3,1770,7
202508031108,馬連,2-6,14560,28
202508031108,ワイド,2-6,1560,23
202508031108,ワイド,6-11,11980,75
202508031108,ワイド,6-14,210,2
202508031108,ワイド,2-11,25910,94
202508031108,ワイド,2-14,870,15
202508031108,馬単,6-2,21650,47
202508031108,三連複,2-6-11,482010,334
202508031108,三連複,2-6-14,2930,18
202508031108,三連単,6-2-11,1451280,1491
202508031108,三連単,6-2-14,35640,177
