race_id,bet_type,combination,amount,popularity
202504040412,単勝,8,620,4
202504040412,複勝,8,190,4
202504040412,複勝,7,140,2
202504040412,複勝,1,210,5
202504040412,複勝,11,430,8
202504040412,枠連,6-6,1280,5
202504040412,馬連,7-8,1670,5
202504040412,ワイド,7-8,430,7
202504040412,ワイド,1-8,570,14
202504040412,ワイド,8-11,1690,31
202504040412,ワイド,1-7,570,13
202504040412,ワイド,7-11,1210,24
202504040412,馬単,8-7,3580,15
202504040412,三連複,1-7-8,2140,15
202504040412,三連複,7-8-11,6430,41
202504040412,三連単,8-7-1,11350,70
202504040412,三連単,8-7-11,28940,196
