race_id,bet_type,combination,amount,popularity
202544052202,単勝,12,260,1
202544052202,複勝,12,100,2
202544052202,複勝,8,100,1
202544052202,複勝,4,110,4
202544052202,複勝,11,110,3
202544052202,枠連,6-8,560,3
202544052202,馬連,8-12,500,1
202544052202,ワイド,8-12,140,1
202544052202,ワイド,4-12,180,3
202544052202,ワイド,11-12,180,4
202544052202,ワイド,4-8,190,5
202544052202,ワイド,8-11,160,2
202544052202,馬単,12-8,1210,3
202544052202,三連複,4-8-12,490,2
202544052202,三連複,8-11-12,380,1
202544052202,三連単,12-8-4,2860,12
202544052202,三連単,12-8-11,2520,7
