race_id,bet_type,combination,amount,popularity
202350112911,単勝,3,3960,9
202350112911,複勝,3,590,9
202350112911,複勝,6,1160,11
202350112911,複勝,7,170,2
202350112911,枠連,3-5,3410,17
202350112911,枠連,3-6,1780,11
202350112911,馬連,3-6,57710,58
202350112911,馬連,3-7,2020,9
202350112911,ワイド,3-6,11130,48
202350112911,ワイド,3-7,1330,15
202350112911,ワイド,6-7,2530,23
202350112911,馬単,3-6,102010,112
202350112911,馬単,3-7,5500,27
202350112911,三連複,3-6-7,53830,90
202350112911,三連単,3-6-7,274890,574
202350112911,三連単,3-7-6,183280,473
