race_id,bet_type,combination,amount,popularity
202450052412,単勝,4,4120,7
202450052412,複勝,4,470,9
202450052412,複勝,1,270,6
202450052412,複勝,8,140,2
202450052412,複勝,11,170,4
202450052412,枠連,1-4,24670,24
202450052412,馬連,1-4,39270,42
202450052412,ワイド,1-4,3250,40
202450052412,ワイド,4-8,1130,22
202450052412,ワイド,4-11,1500,30
202450052412,ワイド,1-8,650,12
202450052412,ワイド,1-11,880,16
202450052412,馬単,4-1,45100,76
202450052412,三連複,1-4-8,17190,78
202450052412,三連複,1-4-11,23430,94
202450052412,三連単,4-1-8,292000,686
202450052412,三連単,4-1-11,279170,677
