race_id,bet_type,combination,amount,popularity
202550070905,単勝,3,1420,6
202550070905,複勝,3,230,5
202550070905,複勝,6,150,4
202550070905,複勝,4,140,2
202550070905,複勝,5,340,7
202550070905,枠連,3-6,1800,11
202550070905,馬連,3-6,1760,8
202550070905,ワイド,3-6,340,7
202550070905,ワイド,3-4,840,16
202550070905,ワイド,3-5,1570,23
202550070905,ワイド,4-6,300,6
202550070905,ワイド,5-6,720,15
202550070905,馬単,3-6,4840,19
202550070905,三連複,3-4-6,2590,17
202550070905,三連複,3-5-6,4850,36
202550070905,三連単,3-6-4,16630,123
202550070905,三連単,3-6-5,33290,190
