race_id,bet_type,combination,amount,popularity
202403030310,単勝,2,1600,7
202403030310,複勝,2,410,6
202403030310,複勝,7,430,7
202403030310,複勝,16,1730,13
202403030310,枠連,1-4,2000,21
202403030310,枠連,1-8,1340,14
202403030310,馬連,2-7,3570,33
202403030310,馬連,2-16,25250,89
202403030310,ワイド,2-7,2100,27
202403030310,ワイド,2-16,11070,89
202403030310,ワイド,7-16,7700,77
202403030310,馬単,2-7,9760,83
202403030310,馬単,2-16,45240,183
202403030310,三連複,2-7-16,149390,327
202403030310,三連単,2-7-16,446450,1935
202403030310,三連単,2-16-7,631870,2293
