race_id,bet_type,combination,amount,popularity
202443121902,単勝,10,130,1
202443121902,複勝,10,100,1
202443121902,複勝,9,100,2
202443121902,複勝,2,210,6
202443121902,複勝,3,110,3
202443121902,枠連,8-8,190,1
202443121902,馬連,9-10,230,1
202443121902,ワイド,9-10,110,1
202443121902,ワイド,2-10,250,7
202443121902,ワイド,3-10,150,2
202443121902,ワイド,2-9,570,14
202443121902,ワイド,3-9,240,6
202443121902,馬単,10-9,290,1
202443121902,三連複,2-9-10,520,4
202443121902,三連複,3-9-10,300,2
202443121902,三連単,10-9-2,1180,6
202443121902,三連単,10-9-3,710,2
