race_id,bet_type,combination,amount,popularity
202665081009,単勝,1,670,3
202665081009,複勝,1,170,3
202665081009,複勝,3,490,8
202665081009,複勝,6,160,2
202665081009,複勝,10,230,7
202665081009,枠連,1-3,6860,21
202665081009,馬連,1-3,7570,27
202665081009,ワイド,1-3,930,23
202665081009,ワイド,1-6,350,5
202665081009,ワイド,1-10,630,12
202665081009,ワイド,3-6,810,18
202665081009,ワイド,3-10,2330,37
202665081009,馬単,1-3,16310,54
202665081009,三連複,1-3-6,3380,26
202665081009,三連複,1-3-10,19650,98
202665081009,三連単,1-3-6,37720,262
202665081009,三連単,1-3-10,73410,403
