race_id,bet_type,combination,amount,popularity
202330083006,単勝,4,720,4
202330083006,複勝,4,150,4
202330083006,複勝,11,130,3
202330083006,複勝,7,120,2
202330083006,複勝,8,270,6
202330083006,枠連,4-8,1410,6
202330083006,馬連,4-11,1050,5
202330083006,ワイド,4-11,260,6
202330083006,ワイド,4-7,220,5
202330083006,ワイド,4-8,590,11
202330083006,ワイド,7-11,190,4
202330083006,ワイド,8-11,610,13
202330083006,馬単,4-11,2860,12
202330083006,三連複,4-7-11,600,4
202330083006,三連複,4-8-11,1660,13
202330083006,三連単,4-11-7,5160,35
202330083006,三連単,4-11-8,8180,57
