race_id,bet_type,combination,amount,popularity
202450062101,単勝,10,810,5
202450062101,複勝,10,130,5
202450062101,複勝,1,110,2
202450062101,複勝,5,110,1
202450062101,複勝,9,110,3
202450062101,枠連,1-8,540,2
202450062101,馬連,1-10,1890,8
202450062101,ワイド,1-10,420,10
202450062101,ワイド,5-10,330,8
202450062101,ワイド,9-10,420,9
202450062101,ワイド,1-5,170,1
202450062101,ワイド,1-9,190,3
202450062101,馬単,10-1,2580,10
202450062101,三連複,1-5-10,850,5
202450062101,三連複,1-9-10,1000,7
202450062101,三連単,10-1-5,7070,57
202450062101,三連単,10-1-9,5340,28
