race_id,bet_type,combination,amount,popularity
202504010211,単勝,7,440,1
202504010211,複勝,7,170,3
202504010211,複勝,9,340,7
202504010211,複勝,8,460,10
202504010211,複勝,12,410,9
202504010211,枠連,4-5,1530,4
202504010211,馬連,7-9,2970,6
202504010211,ワイド,7-9,740,10
202504010211,ワイド,7-8,1070,19
202504010211,ワイド,7-12,1280,24
202504010211,ワイド,8-9,2440,47
202504010211,ワイド,9-12,3500,58
202504010211,馬単,7-9,4710,10
202504010211,三連複,7-8-9,9600,60
202504010211,三連複,7-9-12,14290,96
202504010211,三連単,7-9-8,38640,214
202504010211,三連単,7-9-12,52260,323
