race_id,bet_type,combination,amount,popularity
202504020207,単勝,14,440,1
202504020207,複勝,14,170,1
202504020207,複勝,1,570,10
202504020207,複勝,11,220,2
202504020207,枠連,1-7,890,10
202504020207,枠連,6-7,420,2
202504020207,馬連,1-14,3620,32
202504020207,馬連,11-14,760,1
202504020207,ワイド,1-14,2000,26
202504020207,ワイド,11-14,600,1
202504020207,ワイド,1-11,2610,37
202504020207,馬単,14-1,5940,54
202504020207,馬単,14-11,1310,2
202504020207,三連複,1-11-14,12750,40
202504020207,三連単,14-1-11,39780,265
202504020207,三連単,14-11-1,24760,143
