race_id,bet_type,combination,amount,popularity
202405030203,単勝,14,250,1
202405030203,複勝,14,130,1
202405030203,複勝,3,980,11
202405030203,複勝,5,410,6
202405030203,枠連,2-7,2560,14
202405030203,枠連,3-7,510,4
202405030203,馬連,3-14,4240,21
202405030203,馬連,5-14,1970,12
202405030203,ワイド,3-14,2600,23
202405030203,ワイド,5-14,1160,12
202405030203,ワイド,3-5,9530,52
202405030203,馬単,14-3,4920,27
202405030203,馬単,14-5,2610,13
202405030203,三連複,3-5-14,37190,79
202405030203,三連単,14-3-5,79640,310
202405030203,三連単,14-5-3,63060,252
