race_id,bet_type,combination,amount,popularity
202544102412,単勝,14,240,2
202544102412,複勝,14,110,2
202544102412,複勝,7,100,1
202544102412,複勝,3,190,5
202544102412,複勝,8,300,8
202544102412,枠連,5-8,210,1
202544102412,馬連,7-14,200,1
202544102412,ワイド,7-14,110,1
202544102412,ワイド,3-14,400,9
202544102412,ワイド,8-14,570,15
202544102412,ワイド,3-7,280,5
202544102412,ワイド,7-8,340,7
202544102412,馬単,14-7,450,2
202544102412,三連複,3-7-14,530,3
202544102412,三連複,7-8-14,790,5
202544102412,三連単,14-7-3,1630,6
202544102412,三連単,14-7-8,2580,13
