race_id,bet_type,combination,amount,popularity
202605030211,単勝,4,2160,8
202605030211,複勝,4,540,8
202605030211,複勝,11,460,7
202605030211,複勝,14,140,1
202605030211,枠連,2-6,3630,20
202605030211,枠連,2-7,1100,9
202605030211,馬連,4-11,6390,38
202605030211,馬連,4-14,2430,16
202605030211,ワイド,4-11,4200,46
202605030211,ワイド,4-14,1600,15
202605030211,ワイド,11-14,1110,11
202605030211,馬単,4-11,13980,79
202605030211,馬単,4-14,5960,39
202605030211,三連複,4-11-14,16210,54
202605030211,三連単,4-11-14,84350,509
202605030211,三連単,4-14-11,65720,409
