race_id,bet_type,combination,amount,popularity
202603010110,単勝,16,370,2
202603010110,複勝,16,120,2
202603010110,複勝,4,110,1
202603010110,複勝,8,270,7
202603010110,複勝,12,200,5
202603010110,枠連,2-8,560,1
202603010110,馬連,4-16,600,1
202603010110,ワイド,4-16,190,1
202603010110,ワイド,8-16,780,15
202603010110,ワイド,12-16,570,10
202603010110,ワイド,4-8,500,8
202603010110,ワイド,4-12,370,4
202603010110,馬単,16-4,1090,1
202603010110,三連複,4-8-16,1590,6
202603010110,三連複,4-12-16,960,3
202603010110,三連単,16-4-8,6730,25
202603010110,三連単,16-4-12,3430,7
