race_id,bet_type,combination,amount,popularity
202535082608,単勝,7,3930,9
202535082608,複勝,7,690,9
202535082608,複勝,1,110,1
202535082608,複勝,4,270,7
202535082608,複勝,5,270,6
202535082608,枠連,1-7,3690,17
202535082608,馬連,1-7,4520,18
202535082608,ワイド,1-7,1070,22
202535082608,ワイド,4-7,2390,34
202535082608,ワイド,5-7,2920,36
202535082608,ワイド,1-4,450,9
202535082608,ワイド,1-5,330,5
202535082608,馬単,7-1,18100,56
202535082608,三連複,1-4-7,5790,47
202535082608,三連複,1-5-7,5730,45
202535082608,三連単,7-1-4,73530,376
202535082608,三連単,7-1-5,84740,397
