race_id,bet_type,combination,amount,popularity
202442092010,単勝,9,2990,6
202442092010,複勝,9,200,7
202442092010,複勝,11,100,2
202442092010,複勝,7,160,5
202442092010,複勝,12,100,1
202442092010,枠連,7-8,980,5
202442092010,馬連,9-11,2270,9
202442092010,ワイド,9-11,430,11
202442092010,ワイド,7-9,840,20
202442092010,ワイド,9-12,330,8
202442092010,ワイド,7-11,280,5
202442092010,ワイド,11-12,180,1
202442092010,馬単,9-11,8480,29
202442092010,三連複,7-9-11,3080,25
202442092010,三連複,9-11-12,890,4
202442092010,三連単,9-11-7,36190,219
202442092010,三連単,9-11-12,15900,112
