race_id,bet_type,combination,amount,popularity
202565010804,単勝,7,450,2
202565010804,複勝,7,110,1
202565010804,複勝,1,310,8
202565010804,複勝,4,250,6
202565010804,複勝,9,270,7
202565010804,枠連,1-7,1430,7
202565010804,馬連,1-7,1500,4
202565010804,ワイド,1-7,350,5
202565010804,ワイド,4-7,300,2
202565010804,ワイド,7-9,700,17
202565010804,ワイド,1-4,480,13
202565010804,ワイド,1-9,1280,37
202565010804,馬単,7-1,2800,6
202565010804,三連複,1-4-7,1780,11
202565010804,三連複,1-7-9,3760,39
202565010804,三連単,7-1-4,5450,6
202565010804,三連単,7-1-9,17840,138
