race_id,bet_type,combination,amount,popularity
202346121809,単勝,4,100,1
202346121809,複勝,4,100,1
202346121809,複勝,2,130,3
202346121809,複勝,3,750,10
202346121809,複勝,6,360,7
202346121809,枠連,2-4,230,2
202346121809,馬連,2-4,260,2
202346121809,ワイド,2-4,110,1
202346121809,ワイド,3-4,630,12
202346121809,ワイド,4-6,710,15
202346121809,ワイド,2-3,1400,23
202346121809,ワイド,2-6,1520,24
202346121809,馬単,4-2,250,1
202346121809,三連複,2-3-4,1550,9
202346121809,三連複,2-4-6,2010,13
202346121809,三連単,4-2-3,2610,16
202346121809,三連単,4-2-6,2980,19
