race_id,bet_type,combination,amount,popularity
202535071409,単勝,11,300,1
202535071409,複勝,11,120,1
202535071409,複勝,1,320,7
202535071409,複勝,10,150,3
202535071409,枠連,1-8,1920,14
202535071409,枠連,7-8,200,1
202535071409,馬連,1-11,2410,18
202535071409,馬連,10-11,310,1
202535071409,ワイド,1-11,1350,17
202535071409,ワイド,10-11,280,1
202535071409,ワイド,1-10,1350,16
202535071409,馬単,11-1,4140,30
202535071409,馬単,11-10,580,1
202535071409,三連複,1-10-11,5060,17
202535071409,三連単,11-1-10,16540,104
202535071409,三連単,11-10-1,9620,56
