race_id,bet_type,combination,amount,popularity
202442011008,単勝,11,400,2
202442011008,複勝,11,140,2
202442011008,複勝,5,290,7
202442011008,複勝,7,160,4
202442011008,複勝,8,120,1
202442011008,枠連,5-8,4400,16
202442011008,馬連,5-11,5410,20
202442011008,ワイド,5-11,1100,22
202442011008,ワイド,7-11,390,8
202442011008,ワイド,8-11,340,4
202442011008,ワイド,5-7,1120,24
202442011008,ワイド,5-8,950,16
202442011008,馬単,11-5,7620,30
202442011008,三連複,5-7-11,4820,31
202442011008,三連複,5-8-11,3560,21
202442011008,三連単,11-5-7,25420,179
202442011008,三連単,11-5-8,19480,132
