race_id,bet_type,combination,amount,popularity
202406010509,単勝,3,730,5
202406010509,複勝,3,220,5
202406010509,複勝,14,350,8
202406010509,複勝,7,210,4
202406010509,複勝,8,620,11
202406010509,枠連,3-8,6430,26
202406010509,馬連,3-14,10710,36
202406010509,ワイド,3-14,1590,39
202406010509,ワイド,3-7,510,7
202406010509,ワイド,3-8,1920,43
202406010509,ワイド,7-14,1260,29
202406010509,ワイド,8-14,2910,50
202406010509,馬単,3-14,19130,72
202406010509,三連複,3-7-14,8680,59
202406010509,三連複,3-8-14,31610,175
202406010509,三連単,3-14-7,53250,387
202406010509,三連単,3-14-8,150490,840
