race_id,bet_type,combination,amount,popularity
202606010710,単勝,14,4170,12
202606010710,複勝,14,490,11
202606010710,複勝,6,130,1
202606010710,複勝,9,330,6
202606010710,複勝,16,240,5
202606010710,枠連,3-7,2070,11
202606010710,馬連,6-14,6740,22
202606010710,ワイド,6-14,1100,21
202606010710,ワイド,9-14,2800,52
202606010710,ワイド,14-16,2520,46
202606010710,ワイド,6-9,500,7
202606010710,ワイド,6-16,390,3
202606010710,馬単,14-6,21050,60
202606010710,三連複,6-9-14,9410,60
202606010710,三連複,6-14-16,7450,46
202606010710,三連単,14-6-9,90750,537
202606010710,三連単,14-6-16,134850,738
