race_id,bet_type,combination,amount,popularity
202610020506,単勝,16,470,2
202610020506,複勝,16,130,2
202610020506,複勝,17,110,1
202610020506,複勝,1,150,3
202610020506,複勝,7,180,4
202610020506,枠連,8-8,380,1
202610020506,馬連,16-17,630,1
202610020506,ワイド,16-17,190,1
202610020506,ワイド,1-16,530,9
202610020506,ワイド,7-16,710,13
202610020506,ワイド,1-17,230,2
202610020506,ワイド,7-17,280,3
202610020506,馬単,16-17,1340,3
202610020506,三連複,1-16-17,900,1
202610020506,三連複,7-16-17,1240,4
202610020506,三連単,16-17-1,4370,11
202610020506,三連単,16-17-7,6660,27
