race_id,bet_type,combination,amount,popularity
202554021202,単勝,3,420,2
202554021202,複勝,3,110,4
202554021202,複勝,1,110,3
202554021202,複勝,7,150,6
202554021202,複勝,9,100,1
202554021202,枠連,1-3,880,5
202554021202,馬連,1-3,1160,6
202554021202,ワイド,1-3,230,6
202554021202,ワイド,3-7,400,12
202554021202,ワイド,3-9,170,4
202554021202,ワイド,1-7,320,9
202554021202,ワイド,1-9,160,3
202554021202,馬単,3-1,2160,12
202554021202,三連複,1-3-7,1680,16
202554021202,三連複,1-3-9,380,3
202554021202,三連単,3-1-7,7140,56
202554021202,三連単,3-1-9,3310,27
