race_id,bet_type,combination,amount,popularity
202406030707,単勝,2,710,4
202406030707,複勝,2,130,4
202406030707,複勝,6,110,1
202406030707,複勝,1,110,2
202406030707,複勝,8,150,6
202406030707,枠連,2-6,900,4
202406030707,馬連,2-6,890,3
202406030707,ワイド,2-6,190,3
202406030707,ワイド,1-2,230,6
202406030707,ワイド,2-8,630,16
202406030707,ワイド,1-6,110,1
202406030707,ワイド,6-8,260,7
202406030707,馬単,2-6,2360,9
202406030707,三連複,1-2-6,390,2
202406030707,三連複,2-6-8,1660,13
202406030707,三連単,2-6-1,3040,20
202406030707,三連単,2-6-8,11960,70
