race_id,bet_type,combination,amount,popularity
202410020405,単勝,10,11080,16
202410020405,単勝,13,200,2
202410020405,複勝,10,4110,14
202410020405,複勝,13,170,2
202410020405,複勝,1,1730,11
202410020405,枠連,5-7,6930,14
202410020405,馬連,10-13,41510,49
202410020405,ワイド,10-13,8930,49
202410020405,ワイド,1-10,71690,120
202410020405,ワイド,1-13,2860,22
202410020405,馬単,10-13,64270,119
202410020405,馬単,13-10,24640,78
202410020405,三連複,1-10-13,530220,337
202410020405,三連単,10-13-1,4359890,3012
202410020405,三連単,13-10-1,897680,1448
