race_id,bet_type,combination,amount,popularity
202545010207,単勝,13,600,3
202545010207,複勝,13,150,3
202545010207,複勝,1,120,1
202545010207,複勝,7,200,5
202545010207,複勝,8,250,7
202545010207,枠連,1-8,830,3
202545010207,馬連,1-13,1130,3
202545010207,ワイド,1-13,290,4
202545010207,ワイド,7-13,600,13
202545010207,ワイド,8-13,600,14
202545010207,ワイド,1-7,280,3
202545010207,ワイド,1-8,450,10
202545010207,馬単,13-1,2760,9
202545010207,三連複,1-7-13,1740,9
202545010207,三連複,1-8-13,2720,19
202545010207,三連単,13-1-7,8540,50
202545010207,三連単,13-1-8,11630,66
