race_id,bet_type,combination,amount,popularity
202304040509,単勝,8,2850,8
202304040509,複勝,8,530,9
202304040509,複勝,9,340,6
202304040509,複勝,12,140,1
202304040509,枠連,6-7,1710,11
202304040509,枠連,6-8,440,5
202304040509,馬連,8-9,8920,38
202304040509,馬連,8-12,1990,13
202304040509,ワイド,8-9,3880,40
202304040509,ワイド,8-12,1230,14
202304040509,ワイド,9-12,600,5
202304040509,馬単,8-9,22110,85
202304040509,馬単,8-12,6230,37
202304040509,三連複,8-9-12,12050,40
202304040509,三連単,8-9-12,77460,386
202304040509,三連単,8-12-9,57930,320
