race_id,bet_type,combination,amount,popularity
202544122912,単勝,3,240,1
202544122912,複勝,3,120,1
202544122912,複勝,8,220,5
202544122912,複勝,1,300,7
202544122912,複勝,11,190,4
202544122912,枠連,3-7,920,4
202544122912,馬連,3-8,940,4
202544122912,ワイド,3-8,250,4
202544122912,ワイド,1-3,450,8
202544122912,ワイド,3-11,280,5
202544122912,ワイド,1-8,1420,25
202544122912,ワイド,8-11,660,14
202544122912,馬単,3-8,1360,4
202544122912,三連複,1-3-8,2200,16
202544122912,三連複,3-8-11,1200,8
202544122912,三連単,3-8-1,6340,37
202544122912,三連単,3-8-11,3480,19
