race_id,bet_type,combination,amount,popularity
202604010407,単勝,10,2450,8
202604010407,複勝,10,400,9
202604010407,複勝,14,180,3
202604010407,複勝,1,510,10
202604010407,複勝,15,150,2
202604010407,枠連,6-8,1790,8
202604010407,馬連,10-14,7570,28
202604010407,ワイド,10-14,1240,28
202604010407,ワイド,1-10,3990,60
202604010407,ワイド,10-15,850,19
202604010407,ワイド,1-14,1590,35
202604010407,ワイド,14-15,340,2
202604010407,馬単,10-14,22850,77
202604010407,三連複,1-10-14,27730,160
202604010407,三連複,10-14-15,3240,16
202604010407,三連単,10-14-1,221300,979
202604010407,三連単,10-14-15,46930,347
