race_id,bet_type,combination,amount,popularity
202544032510,単勝,4,3870,9
202544032510,複勝,4,540,9
202544032510,複勝,8,330,7
202544032510,複勝,2,480,8
202544032510,複勝,10,250,5
202544032510,枠連,4-7,6970,19
202544032510,馬連,4-8,19680,35
202544032510,ワイド,4-8,2500,35
202544032510,ワイド,2-4,2920,36
202544032510,ワイド,4-10,1300,26
202544032510,ワイド,2-8,2440,34
202544032510,ワイド,8-10,1020,22
202544032510,馬単,4-8,38880,72
202544032510,三連複,2-4-8,43840,100
202544032510,三連複,4-8-10,14480,70
202544032510,三連単,4-8-2,377450,581
202544032510,三連単,4-8-10,170660,504
