race_id,bet_type,combination,amount,popularity
202535050604,単勝,4,620,4
202535050604,複勝,4,130,3
202535050604,複勝,8,1130,10
202535050604,複勝,6,150,5
202535050604,複勝,10,110,1
202535050604,枠連,4-7,11170,19
202535050604,馬連,4-8,26540,34
202535050604,ワイド,4-8,6620,42
202535050604,ワイド,4-6,280,4
202535050604,ワイド,4-10,300,7
202535050604,ワイド,6-8,6020,39
202535050604,ワイド,8-10,4900,37
202535050604,馬単,4-8,38530,56
202535050604,三連複,4-6-8,20390,65
202535050604,三連複,4-8-10,21520,67
202535050604,三連単,4-8-6,149830,389
202535050604,三連単,4-8-10,125450,350
