race_id,bet_type,combination,amount,popularity
202605020410,単勝,14,550,3
202605020410,複勝,14,300,4
202605020410,複勝,7,2210,14
202605020410,複勝,15,470,7
202605020410,枠連,4-7,890,10
202605020410,枠連,7-8,800,9
202605020410,馬連,7-14,20790,72
202605020410,馬連,14-15,1870,15
202605020410,ワイド,7-14,12990,81
202605020410,ワイド,14-15,1400,15
202605020410,ワイド,7-15,18070,91
202605020410,馬単,14-7,33310,129
202605020410,馬単,14-15,3070,19
202605020410,三連複,7-14-15,153440,264
202605020410,三連単,14-7-15,389670,1409
202605020410,三連単,14-15-7,280230,1194
