race_id,bet_type,combination,amount,popularity
202450123101,単勝,2,110,1
202450123101,複勝,2,100,1
202450123101,複勝,1,190,7
202450123101,複勝,4,130,4
202450123101,複勝,8,110,2
202450123101,枠連,1-2,840,6
202450123101,馬連,1-2,960,5
202450123101,ワイド,1-2,210,5
202450123101,ワイド,2-4,180,3
202450123101,ワイド,2-8,120,1
202450123101,ワイド,1-4,680,16
202450123101,ワイド,1-8,660,14
202450123101,馬単,2-1,1110,5
202450123101,三連複,1-2-4,1120,12
202450123101,三連複,1-2-8,780,6
202450123101,三連単,2-1-4,2770,23
202450123101,三連単,2-1-8,2630,22
