race_id,bet_type,combination,amount,popularity
202304040211,単勝,13,290,1
202304040211,複勝,13,120,1
202304040211,複勝,2,440,11
202304040211,複勝,10,190,4
202304040211,複勝,15,230,5
202304040211,枠連,2-7,980,4
202304040211,馬連,2-13,4550,18
202304040211,ワイド,2-13,870,18
202304040211,ワイド,10-13,300,2
202304040211,ワイド,13-15,430,5
202304040211,ワイド,2-10,1500,32
202304040211,ワイド,2-15,2000,45
202304040211,馬単,13-2,5740,18
202304040211,三連複,2-10-13,4180,24
202304040211,三連複,2-13-15,6950,47
202304040211,三連単,13-2-10,18600,101
202304040211,三連単,13-2-15,27300,166
