race_id,bet_type,combination,amount,popularity
202507020111,単勝,14,430,2
202507020111,複勝,14,130,2
202507020111,複勝,7,120,1
202507020111,複勝,5,130,4
202507020111,複勝,12,160,5
202507020111,枠連,4-7,1060,4
202507020111,馬連,7-14,1110,1
202507020111,ワイド,7-14,280,2
202507020111,ワイド,5-14,280,1
202507020111,ワイド,12-14,330,6
202507020111,ワイド,5-7,320,5
202507020111,ワイド,7-12,370,7
202507020111,馬単,14-7,2130,3
202507020111,三連複,5-7-14,920,1
202507020111,三連複,7-12-14,1090,3
202507020111,三連単,14-7-5,4440,2
202507020111,三連単,14-7-12,6090,18
