race_id,bet_type,combination,amount,popularity
202610020302,単勝,4,1620,8
202610020302,複勝,4,390,6
202610020302,複勝,8,920,11
202610020302,複勝,5,1010,12
202610020302,複勝,12,420,8
202610020302,枠連,2-4,10190,29
202610020302,馬連,4-8,32380,74
202610020302,ワイド,4-8,4420,69
202610020302,ワイド,4-5,5100,73
202610020302,ワイド,4-12,1940,34
202610020302,ワイド,5-8,11990,114
202610020302,ワイド,8-12,4520,70
202610020302,馬単,4-8,54080,134
202610020302,三連複,4-5-8,203420,536
202610020302,三連複,4-8-12,68430,311
202610020302,三連単,4-8-5,1565830,3267
202610020302,三連単,4-8-12,408530,1814
