race_id,bet_type,combination,amount,popularity
202350110912,単勝,2,800,6
202350110912,複勝,2,280,5
202350110912,複勝,5,210,3
202350110912,複勝,11,310,7
202350110912,枠連,2-5,1290,12
202350110912,枠連,2-8,1200,11
202350110912,馬連,2-5,1210,9
202350110912,馬連,2-11,5140,28
202350110912,ワイド,2-5,830,12
202350110912,ワイド,2-11,3400,28
202350110912,ワイド,5-11,830,13
202350110912,馬単,2-5,2920,32
202350110912,馬単,2-11,11770,55
202350110912,三連複,2-5-11,11130,46
202350110912,三連単,2-5-11,58320,316
202350110912,三連単,2-11-5,73230,353
