race_id,bet_type,combination,amount,popularity
202548040912,単勝,3,610,3
202548040912,複勝,3,150,3
202548040912,複勝,4,180,5
202548040912,複勝,2,120,1
202548040912,複勝,7,420,9
202548040912,枠連,3-4,1890,10
202548040912,馬連,3-4,2770,12
202548040912,ワイド,3-4,410,8
202548040912,ワイド,2-3,220,2
202548040912,ワイド,3-7,1080,24
202548040912,ワイド,2-4,400,6
202548040912,ワイド,4-7,2560,46
202548040912,馬単,3-4,4540,18
202548040912,三連複,2-3-4,1240,4
202548040912,三連複,3-4-7,10680,76
202548040912,三連単,3-4-2,10520,56
202548040912,三連単,3-4-7,50520,337
