race_id,bet_type,combination,amount,popularity
202505050406,単勝,16,2360,7
202505050406,複勝,16,310,7
202505050406,複勝,15,120,2
202505050406,複勝,1,120,1
202505050406,複勝,4,310,8
202505050406,枠連,8-8,2850,11
202505050406,馬連,15-16,3270,13
202505050406,ワイド,15-16,550,12
202505050406,ワイド,1-16,700,15
202505050406,ワイド,4-16,2370,37
202505050406,ワイド,1-15,210,1
202505050406,ワイド,4-15,660,14
202505050406,馬単,16-15,8490,29
202505050406,三連複,1-15-16,1270,6
202505050406,三連複,4-15-16,6890,41
202505050406,三連単,16-15-1,15420,100
202505050406,三連単,16-15-4,51520,290
