race_id,bet_type,combination,amount,popularity
202344100402,単勝,10,350,2
202344100402,複勝,10,140,2
202344100402,複勝,5,510,9
202344100402,複勝,6,160,4
202344100402,複勝,7,180,5
202344100402,枠連,4-6,1330,7
202344100402,馬連,5-10,8990,26
202344100402,ワイド,5-10,1380,25
202344100402,ワイド,6-10,320,4
202344100402,ワイド,7-10,450,8
202344100402,ワイド,5-6,1670,29
202344100402,ワイド,5-7,1890,34
202344100402,馬単,10-5,15440,49
202344100402,三連複,5-6-10,7480,48
202344100402,三連複,5-7-10,8330,53
202344100402,三連単,10-5-6,59080,376
202344100402,三連単,10-5-7,69470,441
