race_id,bet_type,combination,amount,popularity
202565102704,単勝,7,370,1
202565102704,複勝,7,140,1
202565102704,複勝,8,360,8
202565102704,複勝,1,190,7
202565102704,複勝,2,190,6
202565102704,枠連,7-7,1930,11
202565102704,馬連,7-8,2150,11
202565102704,ワイド,7-8,540,14
202565102704,ワイド,1-7,390,7
202565102704,ワイド,2-7,470,12
202565102704,ワイド,1-8,640,17
202565102704,ワイド,2-8,1060,25
202565102704,馬単,7-8,5280,29
202565102704,三連複,1-7-8,2670,29
202565102704,三連複,2-7-8,3620,37
202565102704,三連単,7-8-1,13300,122
202565102704,三連単,7-8-2,18740,190
