race_id,bet_type,combination,amount,popularity
202504010701,単勝,1,260,1
202504010701,複勝,1,110,1
202504010701,複勝,13,300,8
202504010701,複勝,3,110,2
202504010701,複勝,12,140,4
202504010701,枠連,1-8,690,2
202504010701,馬連,1-13,3420,14
202504010701,ワイド,1-13,820,20
202504010701,ワイド,1-3,210,2
202504010701,ワイド,1-12,290,5
202504010701,ワイド,3-13,560,9
202504010701,ワイド,12-13,730,17
202504010701,馬単,1-13,6110,20
202504010701,三連複,1-3-13,2080,14
202504010701,三連複,1-12-13,3190,25
202504010701,三連単,1-13-3,11390,70
202504010701,三連単,1-13-12,18640,123
