race_id,bet_type,combination,amount,popularity
202545020605,単勝,12,130,1
202545020605,複勝,12,100,1
202545020605,複勝,2,140,3
202545020605,複勝,4,240,6
202545020605,複勝,5,1620,11
202545020605,枠連,2-8,430,2
202545020605,馬連,2-12,560,2
202545020605,ワイド,2-12,180,2
202545020605,ワイド,4-12,310,5
202545020605,ワイド,5-12,2740,26
202545020605,ワイド,2-4,490,11
202545020605,ワイド,2-5,4110,32
202545020605,馬単,12-2,660,3
202545020605,三連複,2-4-12,1100,6
202545020605,三連複,2-5-12,8290,31
202545020605,三連単,12-2-4,2310,14
202545020605,三連単,12-2-5,25650,96
