race_id,bet_type,combination,amount,popularity
202455111801,単勝,5,320,2
202455111801,複勝,5,100,2
202455111801,複勝,2,100,1
202455111801,複勝,3,160,6
202455111801,複勝,9,160,5
202455111801,枠連,2-5,150,1
202455111801,馬連,2-5,180,1
202455111801,ワイド,2-5,100,1
202455111801,ワイド,3-5,320,10
202455111801,ワイド,5-9,290,8
202455111801,ワイド,2-3,200,4
202455111801,ワイド,2-9,170,3
202455111801,馬単,5-2,450,2
202455111801,三連複,2-3-5,310,3
202455111801,三連複,2-5-9,290,2
202455111801,三連単,5-2-3,2190,14
202455111801,三連単,5-2-9,1720,11
