race_id,bet_type,combination,amount,popularity
202509050812,単勝,6,400,2
202509050812,複勝,6,130,3
202509050812,複勝,10,150,4
202509050812,複勝,2,120,1
202509050812,複勝,8,180,6
202509050812,枠連,6-8,1140,6
202509050812,馬連,6-10,1860,9
202509050812,ワイド,6-10,330,8
202509050812,ワイド,2-6,230,2
202509050812,ワイド,6-8,440,12
202509050812,ワイド,2-10,330,7
202509050812,ワイド,8-10,620,16
202509050812,馬単,6-10,3410,15
202509050812,三連複,2-6-10,1190,6
202509050812,三連複,6-8-10,2710,25
202509050812,三連単,6-10-2,6680,37
202509050812,三連単,6-10-8,11630,84
