race_id,bet_type,combination,amount,popularity
202350090701,単勝,2,2190,7
202350090701,複勝,2,410,9
202350090701,複勝,8,150,2
202350090701,複勝,5,400,8
202350090701,複勝,7,160,3
202350090701,枠連,2-6,2280,7
202350090701,馬連,2-8,3320,12
202350090701,ワイド,2-8,590,12
202350090701,ワイド,2-5,4250,49
202350090701,ワイド,2-7,1130,23
202350090701,ワイド,5-8,1020,21
202350090701,ワイド,7-8,380,6
202350090701,馬単,2-8,9470,32
202350090701,三連複,2-5-8,13120,78
202350090701,三連複,2-7-8,4360,32
202350090701,三連単,2-8-5,124670,517
202350090701,三連単,2-8-7,34880,219
