race_id,bet_type,combination,amount,popularity
202505040711,単勝,2,2890,9
202505040711,複勝,2,570,9
202505040711,複勝,3,170,1
202505040711,複勝,12,210,3
202505040711,枠連,2-3,3190,18
202505040711,枠連,2-8,1950,12
202505040711,馬連,2-3,3550,28
202505040711,馬連,2-12,4290,32
202505040711,ワイド,2-3,2090,28
202505040711,ワイド,2-12,2250,31
202505040711,ワイド,3-12,420,1
202505040711,馬単,2-3,9750,66
202505040711,馬単,2-12,10470,70
202505040711,三連複,2-3-12,12440,46
202505040711,三連単,2-3-12,49420,354
202505040711,三連単,2-12-3,67340,456
