race_id,bet_type,combination,amount,popularity
202650011312,単勝,11,580,2
202650011312,複勝,11,140,2
202650011312,複勝,6,100,1
202650011312,複勝,4,230,9
202650011312,複勝,12,160,4
202650011312,枠連,5-8,250,1
202650011312,馬連,6-11,600,2
202650011312,ワイド,6-11,210,3
202650011312,ワイド,4-11,820,18
202650011312,ワイド,11-12,440,11
202650011312,ワイド,4-6,320,6
202650011312,ワイド,6-12,180,2
202650011312,馬単,11-6,1810,6
202650011312,三連複,4-6-11,1410,11
202650011312,三連複,6-11-12,620,2
202650011312,三連単,11-6-4,7940,52
202650011312,三連単,11-6-12,3340,18
