race_id,bet_type,combination,amount,popularity
202450123111,単勝,10,160,1
202450123111,複勝,10,100,1
202450123111,複勝,5,100,2
202450123111,複勝,2,150,4
202450123111,複勝,11,250,7
202450123111,枠連,5-7,330,1
202450123111,馬連,5-10,340,1
202450123111,ワイド,5-10,120,1
202450123111,ワイド,2-10,220,4
202450123111,ワイド,10-11,370,10
202450123111,ワイド,2-5,280,6
202450123111,ワイド,5-11,600,12
202450123111,馬単,10-5,460,1
202450123111,三連複,2-5-10,460,2
202450123111,三連複,5-10-11,1070,7
202450123111,三連単,10-5-2,1180,3
202450123111,三連単,10-5-11,2610,14
