race_id,bet_type,combination,amount,popularity
202344111609,単勝,5,490,2
202344111609,複勝,5,130,2
202344111609,複勝,3,160,3
202344111609,複勝,6,260,6
202344111609,複勝,9,790,8
202344111609,枠連,3-4,1020,6
202344111609,馬連,3-5,1060,5
202344111609,ワイド,3-5,260,4
202344111609,ワイド,5-6,640,12
202344111609,ワイド,5-9,2020,23
202344111609,ワイド,3-6,770,14
202344111609,ワイド,3-9,2230,25
202344111609,馬単,5-3,2120,7
202344111609,三連複,3-5-6,2030,15
202344111609,三連複,3-5-9,8490,40
202344111609,三連単,5-3-6,9520,60
202344111609,三連単,5-3-9,41320,175
